procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 16 732852 271476 147964 5966156    0    0  6240 61862 18946 44859  3  4 55 38  0
 1 14 732848 266400 147972 5972468    0    0  7280 68499 19488 50860  3  3 57 36  0
 4 17 732852 306396 147908 5930580    0    8  6496 62445 17942 43827  3  3 60 35  0
 1 16 732848 301564 147908 5935508    0    0  6224 63718 17074 45025  2  3 56 38  0
 2 15 732844 296476 147908 5940040   16    0  6064 61331 17955 44562  2  2 59 36  0
 0 16 732844 292192 147908 5945416    0    0  7312 69026 21091 52803  3  4 57 36  0
 2 16 732840 287592 147916 5949368    0    0  5952 62712 18846 44872  3  3 58 36  0
 1 17 732832 282596 147916 5954872   12    0  6252 63341 18463 45174  3  4 57 37  0
 0 18 732832 277696 147916 5959916    0    0  6256 60076 16228 41446  3  4 57 37  0
 2 13 732832 273064 147916 5965344    0    0  6304 63751 17858 44835  3  3 59 35  0
 2 18 732832 265880 147916 5972160    0    0  6368 65981 18340 46015  4  4 55 38  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 16 732836 306260 147852 5930460    0    4  6864 65590 17584 45454  3  3 56 38  0
 3 16 732836 301524 147852 5936300    0    0  6304 62760 16844 43009  3  4 56 37  0
 4 11 732836 293560 147852 5941492    0    0  6676 67603 21689 50597  3  4 57 36  0
 2 16 732832 288588 147852 5946472    0    0  6032 62348 17177 43194  3  3 60 34  0
 1 15 732832 283224 147852 5951544    0    0  6640 64497 17881 46384  4  4 58 34  0
 3 15 732824 278692 147860 5955884    4    0  5492 58610 16051 39264  2  4 59 35  0
 3 13 732824 274316 147860 5960448    0    0  4976 57603 15620 38342  2  2 56 40  0
 1 17 732808 271304 147860 5965720    0    0  7152 67881 20690 50746  3  4 57 37  0
 1 15 732808 266540 147860 5970072    0    0  6112 63947 18566 45600  3  3 58 36  0
 3 14 732824 306904 147772 5928720    0   20  6480 63399 19378 45055  3  3 54 40  0
 1 18 732824 301872 147780 5932220    0    0  7152 64587 18678 46555  3  4 56 37  0
 1 16 732824 297412 147780 5937156    0    0  5488 60259 17240 40041  3  3 61 34  0
 2 13 732824 292068 147780 5942776    0    0  6912 66264 18203 49152  3  4 55 37  0
 0 14 732804 287020 147780 5949312   16    0  7008 65074 18635 45011  3  3 58 36  0
 0 16 732804 281356 147780 5954848    0    0  6704 66495 18494 46880  3  3 56 38  0
 2 17 732804 274780 147788 5960644    0    0  6240 62061 16402 41665  3  4 56 38  0
 3 11 732800 271448 147788 5965800    0    0  6288 63797 17906 44081  3  4 55 38  0
 1 17 732800 267756 147788 5970084    0    0  6592 63651 19050 46367  3  4 57 35  0
 2 15 732800 307848 147696 5929792    0    4  6992 70020 20150 51350  3  3 56 39  0
 0 16 732800 300636 147696 5934632    0    0  6528 61541 18853 41693  3  4 57 37  0
 0 15 732800 296320 147704 5939976    0    0  6240 63341 17757 43694  3  4 59 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 15 732800 290820 147704 5944376    0    0  6496 65117 17711 46086  3  3 57 37  0
 1 17 732800 285772 147704 5950812    0    0  6448 65081 19290 46761  3  4 55 38  0
 5 14 732800 280712 147704 5954752    0    0  6048 61320 16680 43775  3  4 55 39  0
 5 14 732800 276780 147704 5960496    0    0  7024 66127 18368 47046  3  3 56 38  0
 0 15 732800 273244 147712 5965492    0    0  6304 61237 17433 42127  3  4 56 37  0
 2 15 732800 268748 147712 5970736    0    0  6736 66977 20822 49069  3  3 56 37  0
 1 16 732796 263944 147712 5975316    0    0  6192 62766 18287 45143  3  3 60 33  0
 1 14 732800 305372 147644 5933080    0    4  6452 64492 18311 45285  3  3 56 39  0
 3 14 732800 301156 147644 5937400    0    0  5776 61531 18552 42845  3  4 56 37  0
 2 10 732792 296164 147652 5942464    0    0  6848 65138 19357 48231  3  3 58 36  0
